기준_년_코드,기준_분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_1_유동인구_수,시간대_2_유동인구_수,시간대_3_유동인구_수,시간대_4_유동인구_수,시간대_5_유동인구_수,시간대_6_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수
2018,1,A,골목상권,1000386,한글비석로22길,1460110,748302,711812,152180,278746,223830,275293,288055,242002,238255,215742,211269,230534,353503,210809,202838,203677,205828,200993,210239,218927,217615
2018,1,A,골목상권,1000432,통일로78길,1410517,711741,698783,135246,356085,241432,235718,228191,213860,230452,226037,210873,233059,323226,186892,195903,195820,199061,193196,201834,215066,209652
2018,1,A,골목상권,1000433,통일로87길,1885200,910453,974741,207998,453547,332680,310139,294355,286469,394530,339849,252448,256470,382264,259647,257632,254508,259284,259027,268242,280277,306234
2018,1,A,골목상권,1000542,중앙로25길,691518,357942,333584,48863,138418,124267,133059,144223,102704,129412,110840,94349,105904,151122,99900,96570,96135,96395,93510,99142,105386,104385
2018,1,A,골목상권,1000588,등촌로5길,1127999,568923,559075,98453,232449,236219,210663,195623,154592,194403,184903,167157,179467,251045,151016,157901,157980,156506,154664,160834,170236,169879
2018,1,A,골목상권,1000589,방화대로21길,686938,381950,304986,38810,162777,137674,114789,130866,102009,99127,111882,117765,114056,157654,86446,98146,99351,99862,94658,99933,94478,100506
2018,1,A,골목상권,1000554,강서로15길,3033593,1518031,1515559,148097,771713,708269,497302,483011,425200,600078,524488,415253,451207,636987,405572,421995,411705,417882,411945,418975,475498,475582
2018,1,A,골목상권,1000600,초록마을로3길,920152,474527,445620,62817,225443,223359,167134,129640,111752,211025,184005,124984,120264,163034,116838,124465,122010,124787,122848,121127,141496,163414
2018,1,A,골목상권,1000601,초록마을로8길,993029,459799,533226,67498,218063,264910,175488,128296,138765,240301,208634,130811,123146,164739,125395,137867,132453,136404,133454,135921,151088,165842
2018,1,A,골목상권,1000566,강서로8길,3075355,1558947,1516410,199505,698033,711484,543896,492988,429442,572852,544256,453554,474547,638368,391781,431826,432085,434081,424840,436813,463693,452031
2018,1,A,골목상권,1000612,개봉로1길,551144,284403,266741,36394,98211,114327,107752,108838,85625,102795,96825,80926,82591,116249,71760,74627,72994,75471,75158,78314,84539,90043
2018,1,A,골목상권,1000613,개봉로20길,747266,365384,381880,59383,136181,152348,133516,133668,132172,143236,133444,104648,108181,160818,96933,103104,101780,102396,101258,105337,114279,119120
2018,1,A,골목상권,1000434,통일로92길,1376729,687819,688907,129589,307905,249317,229302,232540,228083,298054,262423,188656,187340,261358,178895,189709,185743,189863,190298,194843,203608,222690
2018,1,A,골목상권,1000480,백범로16길,2140099,1138321,1001776,226525,635587,407855,369497,291894,208741,270508,382696,407414,383588,466928,228973,325979,340528,340867,312366,320806,260376,239163
2018,1,A,골목상권,1000481,성미산로11길,1364833,670466,694367,80528,393910,333061,244649,174892,137794,247546,271829,224489,213498,256686,150782,197674,199762,200337,191426,196533,186090,193002
2018,1,A,골목상권,1000590,방화대로6라길,344615,195195,149422,24574,63220,78689,75308,60009,42814,71500,77375,54817,48164,56240,36531,50912,51208,51897,49441,49318,47123,44721
2018,1,A,골목상권,1000636,구로중앙로42길,491194,275487,215712,34564,86392,105856,103347,88731,72312,77405,98393,92450,82591,90890,49456,72050,73822,73942,70048,72462,59557,69329
2018,1,A,골목상권,1000637,구로중앙로7길,1299265,679597,619670,50054,232476,268514,266991,273980,207232,223292,212561,200915,213052,289331,160122,179015,172645,178680,175258,181535,189594,222538
2018,1,A,골목상권,1000602,초원로16길,850336,455134,395197,51077,185435,174481,148285,162134,128907,122699,139773,147212,145126,193787,101743,120657,121443,122861,115123,122838,118195,129215
2018,1,A,골목상권,1000648,새말로18길,858126,427930,430191,37165,229549,214684,136448,131926,108349,155032,149372,128353,127561,180980,116819,117912,117148,120948,114203,119320,132830,135766
2018,1,A,골목상권,1000649,신도림로13길,359175,190997,168184,29619,63694,77276,75332,60389,52874,59092,72969,64568,59242,66275,37017,50903,51695,51914,49434,51645,44465,59136
2018,1,A,골목상권,1000614,개봉로23가길,822586,409198,413381,76040,158470,161908,148134,144470,133569,135292,139267,129096,132950,185348,100628,114269,114980,116903,113112,115329,125288,122718
2018,1,A,골목상권,1000660,독산로108길,1001848,525175,476670,34889,213811,209762,179757,211223,152403,167070,183874,165512,163391,206505,115501,139533,141349,142728,137242,143399,147822,149762
2018,1,A,골목상권,1000661,독산로40길,512022,261553,250477,26804,91415,104901,89587,112185,87137,87156,94196,81689,84590,104446,59969,69034,66161,67862,67921,72925,77740,90379
2018,1,A,골목상권,1000482,성미산로1길,1317844,635726,682109,93793,361842,337921,240218,160686,123382,227880,219582,205912,211649,289056,163770,181506,186187,190331,183722,187762,193772,194565
2018,1,A,골목상권,1000338,솔샘로65길,1347668,618006,729653,100034,262875,254658,247273,272073,210752,212822,235526,235967,242410,291358,129591,187707,192941,195960,187301,193831,193125,196795
2018,1,A,골목상권,1000339,수유로12길,2228845,1114944,1113903,112081,585576,369899,372266,424051,364957,382547,385400,357147,373040,475093,255613,311707,307115,311923,304976,315095,331647,346385
2018,1,A,골목상권,1000638,구로중앙로8길,2039602,1083031,956578,56884,384792,427000,409566,448921,312440,319330,300960,333345,354201,473033,258737,280845,272737,278811,274090,280036,300192,352897
2018,1,A,골목상권,1000687,국회대로56길,1695396,976040,719349,38488,487717,369371,276163,279993,243658,260834,289345,281321,284656,366396,212836,242544,246553,248111,233454,252168,254503,218067
2018,1,A,골목상권,1000688,당산로31길,1623726,877274,746450,55218,375679,387502,296299,283595,225430,222304,271267,303280,272236,366199,188438,240316,250654,251332,235138,247124,212778,186394
2018,1,A,골목상권,1000650,오류로8길,1073998,543683,530318,61692,244138,227854,174680,186416,179223,188791,187688,167213,168841,227059,134414,147112,141160,147297,143738,145723,163807,185164
2018,1,A,골목상권,1000699,도림로112길,1571774,814013,757759,84546,338543,318935,294046,304588,231112,327856,295396,218133,221487,310074,198842,217760,210599,214245,211860,218242,236333,262745
2018,1,A,골목상권,1000700,도림로147길,778326,424693,353633,35572,159165,208411,157916,117811,99452,88863,134829,155934,135899,175463,87332,114614,121404,122283,112593,119057,99527,88843
2018,1,A,골목상권,1000662,독산로50길,203625,102017,101606,10935,36149,44625,35962,40487,35469,36403,39172,32014,31155,40133,24763,27760,25935,26225,26378,28700,30931,37694
2018,1,A,골목상권,1000519,목동동로12길,1992275,942150,1050123,251271,473639,371008,402519,303707,190134,211750,258381,351095,384078,532267,254711,268979,280773,287185,274319,283203,314840,282979
2018,1,A,골목상권,1000520,목동동로8길,491922,222124,269794,67360,76577,89213,114279,91420,53067,45717,67936,88938,100142,131895,57304,69793,69000,71052,68396,69797,81738,62156
2018,1,A,골목상권,1000340,오패산로30길,1380852,643309,737530,124874,336322,253050,237379,227377,201847,253828,240491,192148,201770,298160,194450,193753,193221,193113,187170,197691,206463,209448
2018,1,A,골목상권,1000387,한글비석로24길,2080471,1070896,1009576,190728,421410,308637,375393,416121,368187,379856,350294,298580,317613,454586,279522,285628,284083,288544,283635,296815,312227,329536
2018,1,A,골목상권,1000388,한글비석로44길,1543666,783667,760000,145530,319077,224830,281434,306941,265850,308283,286483,220019,228649,306506,193713,212114,209574,212847,210751,216897,233020,248480
2018,1,A,골목상권,1000689,당산로37길,1677893,875388,802499,86314,413316,427326,288859,258770,203296,282350,313977,284859,252743,345459,198495,253843,258608,259584,242701,252654,213000,197508
2018,1,A,골목상권,1000543,중앙로32길,988041,489226,498810,124416,171230,182463,205324,171903,132711,125850,154679,183389,185364,228565,110196,144150,146356,147177,139180,145957,135334,129889
2018,1,A,골목상권,1000544,중앙로36길,1145052,583780,561267,106801,218836,204381,229968,221750,163315,173126,169464,183259,194989,271023,153195,162770,164611,164882,157198,165100,167837,162649
2018,1,A,골목상권,1000701,도림로63길,1266904,664841,602060,62425,196377,235073,263111,304416,205522,202311,234502,221297,213953,257795,137047,180897,178671,180843,175609,181408,174171,195325
2018,1,A,골목상권,1000555,강서로17가길,1433816,691131,742682,84680,360259,320702,234384,218527,215258,254607,236548,208641,233528,317671,182807,206148,199829,201924,197668,203730,216806,207710
2018,1,A,골목상권,1000556,강서로18길,1792613,850137,942478,113787,434116,423992,297160,259933,263604,367990,322036,242916,260252,365344,234063,252175,242526,245712,243394,252971,277870,277968
2018,1,A,골목상권,1000521,목동로19길,2031108,1050239,980866,280872,454702,401206,358410,305203,230722,290501,299589,323542,346513,486696,284265,293183,298398,302280,286759,304289,287258,258929
2018,1,A,골목상권,1000567,개화동로23길,679342,377465,301880,39065,163787,137100,111681,126578,101111,107141,114616,110844,110234,152531,83980,95006,93900,96093,92628,97019,96869,107835
2018,1,A,골목상권,1000568,개화동로25길,537253,300637,236616,31461,138949,110721,85243,96969,73886,84748,91680,87011,85490,120709,67618,75705,75032,76432,74515,76818,76418,82338
2018,1,A,골목상권,1000389,가좌로7길,2320543,1178290,1142256,268970,536808,430515,398924,386627,298716,461881,450048,346949,346377,437069,278211,331879,333703,336845,319520,326103,328085,344432
2018,1,A,골목상권,1000435,가재울로6길,1260980,666805,594181,128452,380146,195214,206133,199950,151086,193440,217451,221520,216767,265856,145959,184935,190924,193350,178117,173177,170959,169524
2018,1,A,골목상권,1000436,독립문로8길,1830743,931880,898863,167773,416037,342083,341888,303873,259090,320351,367324,320978,295157,336449,190506,272653,284324,281395,266114,262895,225446,237915
2018,1,A,골목상권,1000545,중앙로45길,906617,466424,440194,47882,172738,176147,172108,195940,141801,151235,149257,136558,144327,203071,122194,123259,123405,124935,121503,127689,139016,146809
2018,1,A,골목상권,1000591,양천로14길,844047,445963,398088,53497,168384,173535,144501,169889,134238,118386,139051,148224,145165,192772,100454,121305,120644,123455,118422,123456,119749,117040
2018,1,A,골목상권,1000592,양천로24가길,1015507,529598,485906,67356,186550,217072,175826,202478,166227,141903,165254,176898,178043,232067,121355,145550,143383,146349,140929,147356,146321,145628
2018,1,A,골목상권,1000557,강서로29길,2000792,986223,1014568,120196,493050,466770,324338,327941,268501,299413,307176,310339,329469,484904,269506,284902,288367,290103,277015,290323,296932,273151
2018,1,A,골목상권,1000603,화곡로13길,1025945,508930,517019,78222,231857,220491,167259,176528,151595,161061,173024,162335,161267,233486,134772,139827,138766,144562,138280,145411,156607,162495
2018,1,A,골목상권,1000604,화곡로20길,1261112,651785,609339,75453,287865,278879,211630,229858,177437,180143,196169,202597,207030,305500,169685,172858,171298,174289,171123,180334,196373,194847
2018,1,A,골목상권,1000569,곰달래로25길,2741443,1366193,1375254,191154,658200,627689,468754,417406,378236,495768,463520,401744,431209,592868,356335,387342,385928,388068,378612,390588,414546,396365
2018,1,A,골목상권,1000615,개봉로2길,1137645,572368,565274,88916,200911,219755,208377,223560,196130,209250,199404,169656,171842,242292,145192,156167,154026,156959,155028,162847,170985,181635
2018,1,A,골목상권,1000616,개봉로3길,862966,445391,417570,63507,150442,173011,165950,172857,137203,157487,151291,130775,131721,181988,109699,117959,115415,119642,118263,123953,129719,138011
2018,1,A,골목상권,1000437,명지대길,1595340,798432,796908,318482,575564,207588,202388,174907,116415,256028,300781,286818,276730,305692,169287,245118,250404,256279,228778,224303,189499,200954
2018,1,A,골목상권,1000483,성미산로32길,1767292,800714,966580,48671,751747,466910,228296,147062,124605,298701,234902,228132,274754,459474,271338,221478,227268,237533,232692,254206,316724,277391
2018,1,A,골목상권,1000484,성산로4길,1254014,630012,624001,74372,329320,307721,240336,170427,131828,233228,231176,194999,190038,251771,152801,173063,180627,181980,176914,179115,180060,182255
2018,1,A,골목상권,1000593,양천로24길,850057,449135,400917,51879,164459,189799,147251,160762,135910,127398,142493,141239,144743,191076,103121,120564,118035,120898,115905,122049,122598,130009
2018,1,A,골목상권,1000639,남부순환로97길,666019,330551,335463,52766,127702,135390,119304,116620,114237,117170,112499,95012,99131,153525,88679,91970,91605,92435,90083,93508,101996,104429
2018,1,A,골목상권,1000640,도림로12길,1594514,873863,720653,37542,248025,371008,357224,332522,248181,284598,267558,251725,253046,345736,191852,228183,222638,227592,219797,228632,220803,246878
2018,1,A,골목상권,1000605,화곡로31길,2226581,1059176,1167401,155811,542368,508156,359340,356517,304392,313315,338686,358571,382182,541348,292484,314377,316867,327424,304379,318065,327879,317594
2018,1,A,골목상권,1000651,우마길,1193274,707553,485727,17019,191440,270039,275411,267712,171655,190023,194222,208460,202624,269125,128835,176275,173930,177007,167830,172696,150898,174642
2018,1,A,골목상권,1000652,중앙로15길,666526,327392,339141,64528,107331,128826,136713,120716,108407,95219,130499,118195,116001,135378,71232,90842,90526,88493,87994,93850,98537,116286
2018,1,A,골목상권,1000617,경인로15길,542113,277162,264945,18882,120684,115875,100406,99056,87203,86436,97260,84687,83197,114819,75724,70944,68728,73723,69294,75684,74076,109672
2018,1,A,골목상권,1000663,독산로64길,776924,405499,371426,29070,163401,160550,142534,163308,118060,128944,129799,122507,128685,170485,96497,108841,107285,109944,105813,110694,116152,118213
2018,1,A,골목상권,1000664,독산로70길,905080,476759,428326,31588,178556,180603,170650,201895,141792,160391,155292,138079,143184,194540,113601,124221,121889,126188,122875,127599,137946,144385
